account_id,rf_prob,true_label,sage_prob,ensemble_prob,ensemble_pred,risk_tier
112078_80FA01230,0.06585618251461693,0,0.10682981,0.09044036177356604,0,LOW
312744_804D90E30,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
13858_80264FA40,0.05423649033113306,0,0.11963969,0.09347841443699195,0,LOW
217950_807AD2E10,0.27157583730568163,0,0.11963819,0.18041325170655914,0,LOW
1412_80327BC90,0.019524375195018234,0,0.10574602,0.07125736707238825,0,LOW
116214_812FD7640,0.08871911970924502,0,0.10574602,0.09893526487807897,0,LOW
12_802EB4B90,0.10423665580046888,0,0.10574602,0.10514227931456852,0,LOW
18097_8036B1850,0.091373675934182,0,0.10682986,0.10064738894371446,0,LOW
251487_8143546A0,0.09656203245229733,0,0.10574602,0.10207242997529989,0,LOW
701_80E345E30,0.3850141877960964,0,0.9880535,0.7468378231935423,1,HIGH
10099_80C42A770,0.12265835276059912,0,0.107761525,0.11372026183530731,0,LOW
11687_8046894F0,0.9961954704359102,1,0.98625886,0.9902335187369556,1,CRITICAL
117907_80946C210,0.1275953380068502,0,0.119639695,0.12282195350727881,0,LOW
220_810CE6570,0.6640474640727398,0,0.108184144,0.33052947196961874,0,MEDIUM
25113_809DCCBD0,0.0805519353873112,0,0.107598074,0.09677962289359483,0,LOW
23833_80419B3B0,0.0497085756347067,0,0.10574602,0.08333104724826364,0,LOW
23146_80489EB10,0.09996110905782232,0,0.10682978,0.10408231003910641,0,LOW
3698_804A5D410,0.07545006579252249,0,0.10574602,0.09362764331138995,0,LOW
9_80623A900,0.08765461638820787,0,0.10776206,0.09971908766131649,0,LOW
228054_80AF607D0,0.07821261023599353,0,0.10802696,0.09610122098572432,0,LOW
26024_8052C3200,0.13339828872944712,0,0.10574597,0.11680690268383742,0,LOW
238190_80F5CC280,0.0887117053925805,0,0.10780936,0.10017030252455922,0,LOW
110_80CF1EAE0,0.11046709917885977,0,0.10727043,0.10854909739058383,0,LOW
16431_8125C7990,0.08932158039375916,0,0.11963967,0.10751243556088119,0,LOW
130584_812FB5480,0.09063776523604979,0,0.10574602,0.09970272308880088,0,LOW
17861_80335E480,0.09033780354619964,0,0.11963969,0.10791893972301858,0,LOW
3144_80B58F6F0,0.05423649033113306,0,0.10574602,0.08514221312683418,0,LOW
7478_8081F7550,0.15779175823678593,0,0.10574602,0.1265643202890953,0,LOW
1501_802A2E400,0.07286801800831906,0,0.11963967,0.10093101060670516,0,LOW
239173_810F4F6D0,0.059544683270524,0,0.10574602,0.08726549030259055,0,LOW
19474_80DDD8210,0.061467868048090894,0,0.10574602,0.0880347642136173,0,LOW
214322_80B912760,0.07990679067071184,0,0.11963967,0.10374651967166226,0,LOW
5466_8078B2B10,0.0887117053925805,0,0.119639695,0.10726850046157094,0,LOW
1686_80E4B7460,0.13310126472489056,0,0.10574591,0.1166880558291118,0,LOW
14663_807C1C8E0,0.5457716738831689,0,0.86494744,0.7372771324972983,1,HIGH
34604_80CC24130,0.15881080815920862,0,0.24079306,0.20800017074636473,0,LOW
326705_80A9C2630,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
19777_80BB84180,0.059544683270524,0,0.11963969,0.09560169161274833,0,LOW
13862_8019BA350,0.08993030960094336,0,0.119639695,0.10775594214491607,0,LOW
3881_801B18A90,0.08765461638820787,0,0.119639695,0.10684566485982189,0,LOW
11056_800843370,0.12655381757402231,0,0.119639516,0.1224052410260193,0,LOW
114674_809A7F700,0.08428008433189135,0,0.10574602,0.0971596507271375,0,LOW
2439_80F5BEF40,0.09276813833314343,0,0.10574602,0.10055487232763832,0,LOW
148543_813B10E80,0.0930290784233634,0,0.10574602,0.1006592483637263,0,LOW
2845_8031FADF0,0.09649911823389815,0,0.10574602,0.10204726428794021,0,LOW
12381_802BE4C90,0.8339914096458089,1,0.10574476,0.39704342089348366,0,MEDIUM
220_810668300,0.15097842617062657,0,0.108268104,0.1253522376347698,0,LOW
25547_80C7C6FA0,0.9992663295585065,1,0.8122972,0.8870848906643449,1,CRITICAL
21_8043E5FE0,0.0810942036158914,0,0.10776158,0.0970946319797466,0,LOW
115_80D664FA0,0.14740609901219687,0,0.107270375,0.12332466752159628,0,LOW
6010_802BA93F0,0.1217257531163249,0,0.10574602,0.1121379182409109,0,LOW
27637_813EFA650,0.0497085756347067,0,0.10574602,0.08333104724826364,0,LOW
2439_80863C440,0.019524375195018234,0,0.10574602,0.07125736707238825,0,LOW
24922_80929EB00,0.09060233667846748,0,0.107598074,0.10079978341005735,0,LOW
26580_8098DF7A0,0.056807768371456874,0,0.11963967,0.09450691075196029,0,LOW
46227_811664730,0.1037611606258544,0,0.11963967,0.1132882676537193,0,LOW
112931_805D13150,0.9961954704359102,1,0.98625886,0.9902335187369556,1,CRITICAL
220_8142D6901,0.11245750253378416,0,0.12930413,0.12256547953676805,0,LOW
6010_8070E6620,0.0855956617330465,0,0.10574602,0.09768588168759956,0,LOW
6030_802F05BD0,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
223645_80D514320,0.35757433809468514,0,0.10574337,0.20647575780800728,0,LOW
253161_8135B12C0,0.07545006579252249,0,0.10574602,0.09362764331138995,0,LOW
1241_80DCB7DD0,0.0932357438540814,0,0.10574602,0.10074191453601351,0,LOW
9_8061AD3B0,0.9999660437886084,1,0.9674559,0.9804600193335281,1,CRITICAL
14549_80A191E20,0.10278672459930543,0,0.10574602,0.10456230683410313,0,LOW
1068_8015628D0,0.05945051320874102,0,0.10574602,0.08722782227787736,0,LOW
20_8083E36E0,0.019524375195018234,0,0.10682986,0.07190766864804896,0,LOW
1299_80E1A60D0,0.14909166016509726,0,0.11963964,0.13142045256825524,0,LOW
213952_810AD3A90,0.8286260786338656,1,0.82412696,0.8259266306036317,1,CRITICAL
26463_802EC3510,0.1618804661219297,0,0.119639695,0.13653600475331062,0,LOW
316667_8063C8F00,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
3242_812A5CC30,0.1419003568288901,0,0.105745934,0.12020770757187282,0,LOW
1674_800424A10,0.11857131259207683,0,0.10574599,0.11087612713005049,0,LOW
235878_80E7821C0,0.07584988773644341,0,0.10574602,0.09378757208895831,0,LOW
21258_8042CD5B0,0.3533664370319332,0,0.10574358,0.20479272404277665,0,LOW
116_80F4FD900,0.0809801230559344,1,0.10780934,0.09707765468873958,0,LOW
26463_80C37CAF0,0.12655381757402231,0,0.119639516,0.1224052410260193,0,LOW
10057_803AB4F70,0.06003691035604685,0,0.107761554,0.08867169977464759,0,LOW
1267_8035C62C0,0.29423034494799083,0,0.106826514,0.18178805234305742,0,LOW
3514_801504860,0.11046709917885977,0,0.119639695,0.11597065797608264,0,LOW
16788_80B5CF660,0.0930290784233634,0,0.10574602,0.1006592483637263,0,LOW
7_8080F7450,0.9996532102026859,1,0.9862199,0.9915932496229141,1,CRITICAL
115915_80F5555C0,0.3160747695043445,0,0.10574536,0.1898771299153471,0,LOW
19740_8039472D0,0.07750927583039183,0,0.10682983,0.0951016140010372,0,LOW
128853_811B3EDC0,0.08394203677924854,0,0.10682983,0.09767471838057988,0,LOW
14838_8056A85F0,0.16900838396398507,0,0.10753766,0.13212594779907977,0,LOW
21749_803D87460,0.09438020120346188,0,0.11963965,0.1095358764341817,0,LOW
10581_803F253E0,0.11169268311807869,0,0.74483806,0.49157991457680605,0,MEDIUM
1674_8003D90F0,0.0810942036158914,0,0.10574602,0.09588529844073751,0,LOW
29064_80ADE3620,0.09771913465641346,0,0.108026884,0.1039037860504087,0,LOW
21575_807D4AA60,0.0930787032780044,0,0.10574602,0.10067909830558272,0,LOW
219969_8118CC8C0,0.1184058721037329,0,0.10574602,0.11080996583587412,0,LOW
14657_8078B38C0,0.8286260786338656,1,0.82412696,0.8259266306036317,1,CRITICAL
231744_80BE83820,0.1515439195185332,0,0.24079297,0.20509335568544979,0,LOW
239212_811196D50,0.091373675934182,0,0.10574602,0.09999708736805375,0,LOW
16_8054E45C0,0.13310126472489056,0,0.10753754,0.11776303304821657,0,LOW
1501_805EFCAD0,0.08862322581698942,0,0.119639695,0.1072331086313345,0,LOW
39668_80E95FA70,0.06265571061771644,0,0.1078092,0.08974780775706583,0,LOW
17120_806FCA0F0,0.1648753481328775,0,0.10776086,0.13060665765286644,0,LOW
142950_80FFC6E30,0.04320284139343946,0,0.10811766,0.08215173993996322,0,LOW
9_806198B20,0.10749265255848355,0,0.10776202,0.10765427232710437,0,LOW
210_809DA4EB0,0.08765461638820787,0,0.107598074,0.09962069529395351,0,LOW
331152_80C520730,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
15085_810F82450,0.09296581781584723,0,0.10574602,0.10063394412071985,0,LOW
1024_800D78050,0.1003502808114285,0,0.119639695,0.11192393062911013,0,LOW
24144_807AF28C0,0.09253701052425654,0,0.119639695,0.10879862251424136,0,LOW
50118_814456DD0,0.08526761623060483,0,0.10574602,0.0975546634866229,0,LOW
14277_80D7EF1B0,0.10985854349254227,0,0.119639695,0.11572723570155563,0,LOW
250208_81305E740,0.09063776523604979,0,0.10574602,0.09970272308880088,0,LOW
117733_807B43F40,0.08867856627790914,0,0.119639695,0.1072552448157024,0,LOW
34723_80CB526E0,0.10750194613624563,0,0.24079302,0.18747659613485715,0,LOW
25637_802F45C90,0.11878996101372102,0,0.10574602,0.11096360139986935,0,LOW
340623_80EDD66C0,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
12_80012A760,0.2862529218353059,1,0.9058524,0.6580126190248023,1,HIGH
21749_8023EA770,0.07892741382715956,0,0.11963967,0.10335476893424136,0,LOW
25547_8047E8340,0.056807768371456874,0,0.10574602,0.0861707243429637,0,LOW
17861_814495570,0.08932158039375916,0,0.11963967,0.10751243556088119,0,LOW
232555_813B03C50,0.05688690872679827,0,0.10574602,0.08620238048510026,0,LOW
311233_80AAE89D0,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
144735_81136C520,0.09771913465641346,0,0.108268574,0.10404880415114723,0,LOW
218989_8084C0C30,0.0985703965778007,0,0.10682983,0.10352606230000075,0,LOW
25075_808EA6090,0.1344119945803581,0,0.10574574,0.11721224346317047,0,LOW
16450_80510B2E0,0.11571893671158347,0,0.119639695,0.11807139298917212,0,LOW
112354_8110CF7F0,0.10326039166954395,0,0.119639695,0.11308797497235631,0,LOW
50428_81374F140,0.08862322581698942,0,0.10574602,0.09889690732117673,0,LOW
38506_803A38610,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
219077_80BC91FA0,0.061467868048090894,0,0.11963967,0.09637095062261389,0,LOW
222664_8104AF8A0,0.14827208487419075,0,0.10574602,0.12275645094405725,0,LOW
126783_80DF26390,0.07990679067071184,0,0.10574602,0.09541033326266568,0,LOW
22775_810712E80,0.08932158039375916,0,0.11963967,0.10751243556088119,0,LOW
110057_80477A740,0.9073634680360825,1,0.98624504,0.9546924327314008,1,CRITICAL
219077_807BF8020,0.2835173864677251,0,0.11963911,0.18519042271434072,0,LOW
6803_80C5A4B20,0.11385902439773685,0,0.10574602,0.1089912267534757,0,LOW
22736_803581A50,0.18066165998517508,0,0.10574579,0.13571213942741966,0,LOW
214615_8100A54B0,0.09863826458013505,0,0.10574602,0.10290292282643498,0,LOW
33456_80EF1F8C0,0.0805474602606826,0,0.10574602,0.09566660109865399,0,LOW
13917_813604D70,0.12337266140800063,0,0.10574602,0.11279668155758121,0,LOW
25960_810711370,0.08463713286187492,0,0.119639695,0.1056386714492887,0,LOW
4600_8077C9100,0.0861967381549193,0,0.119639695,0.10626251356650646,0,LOW
23885_8057C2AA0,0.0930290784233634,0,0.10574602,0.1006592483637263,0,LOW
1412_8063E3B80,0.08394203677924854,0,0.10574602,0.09702443170608037,0,LOW
236746_811AB0C70,0.07545006579252249,0,0.10574602,0.09362764331138995,0,LOW
146167_811A107C0,0.06951311647813557,0,0.10574602,0.09125286358563518,0,LOW
231004_8141AE7F0,0.07286801800831906,0,0.10574602,0.09259482419770858,0,LOW
250188_8129E10B0,0.0909154456685588,0,0.13734525,0.11877333241028012,0,LOW
224555_80C77C430,0.162159901968268,0,0.11963955,0.13664769713545938,0,LOW
117453_80D885580,0.11252656623453883,0,0.10574602,0.10845824348819649,0,LOW
115415_80B5D7AC0,0.9961954704359102,1,0.98625886,0.9902335187369556,1,CRITICAL
215841_80ABC5770,0.9961954704359102,1,0.98625886,0.9902335187369556,1,CRITICAL
243101_80FC46D50,0.18702903356140158,0,0.10756832,0.13935261057212076,0,LOW
3144_801C3C0D0,0.9996532102026859,1,0.9862199,0.9915932496229141,1,CRITICAL
134091_80C9EA620,0.07750927583039183,0,0.24079302,0.17547952801251562,0,LOW
11474_8064F8AC0,0.05688690872679827,0,0.10574602,0.08620238048510026,0,LOW
13078_804D0CA40,0.09082542406463659,0,0.1075378,0.10085285324630752,0,LOW
140945_80FD1E9A0,0.07545006579252249,0,0.10780934,0.09486563178337482,0,LOW
795_80056F0D0,0.5814362507225271,0,0.10567796,0.29598128065114004,0,MEDIUM
19474_8038CA8C0,0.07693029616965169,0,0.10574602,0.09421973546224163,0,LOW
14325_801AD9A50,0.39646136639974583,0,0.105744526,0.22203126203402707,0,LOW
223233_80C7C47D0,0.06273689235373085,0,0.10574602,0.08854237393587329,0,LOW
154043_814583F21,0.22084023450348036,0,0.1293018,0.16591717906607492,0,LOW
221374_80D289750,0.37650224608414923,0,0.105740294,0.21404508071038547,0,LOW
215064_8121CF4B0,0.0931606651081039,0,0.10574602,0.10071188303762252,0,LOW
11296_800F0E8A0,0.14569580924580344,0,0.10574599,0.12172592579154114,0,LOW
26580_80681F820,1.0,1,0.98621964,0.9917317867279053,1,CRITICAL
23525_802618DA0,0.10061397709052276,0,0.119639695,0.11202940914074783,0,LOW
211050_8062FDF10,0.10205296942710913,0,0.10574602,0.1042688047652246,0,LOW
210319_80449D420,0.06003691035604685,0,0.107761554,0.08867169977464759,0,LOW
1362_809B9D920,0.0810942036158914,0,0.10574602,0.09588529844073751,0,LOW
19593_804895E90,0.9896542319734808,1,0.8465324,0.9037811831267641,1,CRITICAL
12_80B7390D0,0.8286260786338656,1,0.82412696,0.8259266306036317,1,CRITICAL
22541_808767730,0.06117912218349736,0,0.10786647,0.08919153446109121,0,LOW
6052_808038E40,0.8286260786338656,1,0.82412696,0.8259266306036317,1,CRITICAL
4726_81148CD30,0.06895766239927677,0,0.10574602,0.09103068195409166,0,LOW
111326_8085095B0,0.07630872474996499,0,0.11963967,0.10230729330336352,0,LOW
8771_813AE4D50,0.12176770085021253,0,0.10574602,0.11215469733446597,0,LOW
1124_8047EA6B0,0.14909166016509726,0,0.10574602,0.12308428106041985,0,LOW
12979_81389C960,0.10592079193274861,0,0.10574602,0.1058159337674804,0,LOW
137218_80E87DEB0,0.09292355010551452,0,0.10780934,0.10185502550857162,0,LOW
29292_811747580,0.11309688114018457,0,0.10574602,0.10868636945045479,0,LOW
513_813347760,0.9961954704359102,1,0.98625886,0.9902335187369556,1,CRITICAL
13184_8050862D0,0.0810942036158914,0,0.1075378,0.09696036506680944,0,LOW
115915_80F3D1080,0.09094492896152305,0,0.10574602,0.09982558857899018,0,LOW
210997_8044257F0,0.019524375195018234,0,0.10776158,0.07246670061139734,0,LOW
122055_809073830,0.1001046871296605,0,0.107598074,0.10460072359053454,0,LOW
25534_809CD5510,0.9961954704359102,1,0.98625886,0.9902335187369556,1,CRITICAL
245064_8137B4370,0.0930290784233634,0,0.10682986,0.10130954993938701,0,LOW
115363_80FC234C0,0.061467868048090894,0,0.10574602,0.0880347642136173,0,LOW
26818_8033CA2E0,1.0,1,0.98621964,0.9917317867279053,1,CRITICAL
134976_80D601030,1.0,1,0.98621964,0.9917317867279053,1,CRITICAL
10232_80F2AF2A0,0.0861967381549193,0,0.10574602,0.09792631225634868,0,LOW
13432_8111C5710,0.08663187931398533,0,0.10574602,0.09810036871997509,0,LOW
15231_80203B5F0,0.019524375195018234,0,0.119639695,0.07959356838254603,0,LOW
16031_809BEDF40,0.9999660437886084,1,0.81991494,0.8919354095293747,1,CRITICAL
13057_807D04020,0.24518796789549052,1,0.9021423,0.6393605827804496,1,HIGH
112497_804A30000,0.8899138743318069,1,0.92390996,0.9103115747228046,1,CRITICAL
10_800E9F0B0,0.9999725037729419,1,0.9602366,0.9761310145821442,1,CRITICAL
112_80DBF2D60,0.8286260786338656,1,0.82412696,0.8259266306036317,1,CRITICAL
220_813A81AA1,0.11083761063322747,0,0.12930414,0.12191753022712598,0,LOW
15231_80294BB20,0.4238485415882182,0,0.11963513,0.24132049312616635,0,LOW
120292_8084DDB00,0.16240010655037188,0,0.10786659,0.129680002713647,0,LOW
117907_808F1D490,0.08837404501482526,0,0.11963969,0.10713343631046884,0,LOW
28771_8057F1970,0.08187642642653882,0,0.10574602,0.09619818756499648,0,LOW
242061_81046CF60,0.11716165269283896,0,0.10574602,0.11031227807151653,0,LOW
18180_80AC9A5F0,0.10061397709052276,0,0.119639695,0.11202940914074783,0,LOW
1420_80172E460,0.21740674271060528,0,0.10574574,0.15041014271526934,0,LOW
36121_80F1D6810,0.0909154456685588,0,0.10574602,0.09981379526180448,0,LOW
42221_80FA5D080,0.11858854151230702,0,0.10780936,0.11212103697244982,0,LOW
4403_807DAC1F0,0.0827413558568718,0,0.9861854,0.6248077654682065,1,HIGH
20248_8125673C0,0.05945051320874102,0,0.119639695,0.09556402358803513,0,LOW
13264_805DDA530,0.41282689438327935,0,0.10572698,0.22856694555705703,0,LOW
127593_80A4FB1B0,0.09984437400954967,0,0.10802696,0.10475392649514678,0,LOW
254595_8148B1DE1,0.11734333127933468,0,0.12930414,0.12451981848556887,0,LOW
254242_81414ABB1,0.0872472455308942,0,0.12930414,0.11248138418619268,0,LOW
115359_80A884AD0,0.10278672459930543,0,0.10574602,0.10456230683410313,0,LOW
8623_8110B1EF0,0.1566513380526196,0,0.10574602,0.12610815221542881,0,LOW
13917_805B78410,0.11526655805257803,0,0.10574602,0.10955424021541216,0,LOW
23691_8021353D0,1.0,1,0.96792966,0.9807577967643738,1,CRITICAL
20_80020C5B0,0.2322373583427995,1,0.89765656,0.6314888912245404,1,HIGH
113798_80AEA0F60,0.1618804661219297,0,0.10574602,0.12819980344315285,0,LOW
113060_80D3E5A20,0.09649911823389815,0,0.119639695,0.11038346559809799,0,LOW
6156_8052E39D0,0.8286260786338656,1,0.82412696,0.8259266306036317,1,CRITICAL
16927_806EDF310,0.0929303276091056,0,0.10776206,0.10182937214967558,0,LOW
254355_813E0FDF1,0.0497085756347067,0,0.12930414,0.09746591622771768,0,LOW
214_80B72F3C0,0.0909154456685588,0,0.24079306,0.1808420257501048,0,LOW
116_80F4E1180,0.09438020120346188,0,0.10780929,0.10243765614542819,0,LOW
23_800553380,0.06273689235373085,0,0.119639665,0.09687856034486987,0,LOW
2915_804F2FDA0,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
344097_810FDB050,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
43818_811395980,0.10232623606707801,0,0.108268574,0.10589164471541306,0,LOW
11_80050EBD0,0.11124382756109676,0,0.119639665,0.11628133442781624,0,LOW
16388_802BEE490,0.08394203677924854,0,0.11963967,0.10536061811507695,0,LOW
218346_80D074240,0.05945051320874102,0,0.119639695,0.09556402358803513,0,LOW
214_8096F2B30,0.10376607379688574,1,0.10759804,0.10606525590568286,0,LOW
218202_8091F3F90,0.9961954704359102,1,0.98625886,0.9902335187369556,1,CRITICAL
232555_80F1C08E0,0.07100960339953008,0,0.10574602,0.09185145835419298,0,LOW
254910_80EF62281,0.059544683270524,0,0.12930414,0.10140035928204459,0,LOW
239330_81038DCB0,0.14472913377702418,1,0.8372406,0.5602360233991154,1,HIGH
12381_805186E20,0.11002405581868784,0,0.10574602,0.10745723932185608,0,LOW
1047_8030BBEB0,0.16652024228850265,0,0.105745934,0.13005566175571784,0,LOW
3_804D80FF0,0.1344119945803581,0,0.10753724,0.11828714617646927,0,LOW
211_80A0EAB70,0.1867628476627614,0,0.1080265,0.13952104028494938,0,LOW
17729_80D5FC340,0.1184058721037329,0,0.10574602,0.11080996583587412,0,LOW
23_800B95E40,0.07630872474996499,0,0.11963967,0.10230729330336352,0,LOW
15010_804902340,0.22084023450348036,1,0.894526,0.625051720518006,1,HIGH
49365_8127C6690,0.1646924186678906,0,0.13734518,0.14828407690652928,0,LOW
1729_80220A560,0.15439102013652178,0,0.105745934,0.1252039728949255,0,LOW
16792_806139290,0.14377952183106635,0,0.107761994,0.12216900513497628,0,LOW
116845_80673B610,0.0929303276091056,0,0.10574602,0.1006197480380232,0,LOW
254242_813D9E1C1,0.11169268311807869,0,0.12930414,0.12225955922106646,0,LOW
20_8037E41C0,0.057058475549233045,0,0.10682983,0.08692129388857368,0,LOW
1688_8019EA660,1.0,1,0.98621964,0.9917317867279053,1,CRITICAL
213_80C93DF00,0.8890224863958711,1,0.93674093,0.9176535554676197,1,CRITICAL
22_800DC9020,0.8286260786338656,1,0.82412696,0.8259266306036317,1,CRITICAL
122080_808F23160,0.11171857144210176,0,0.10574602,0.10813504557122167,0,LOW
40905_80F4BD3A0,0.0930290784233634,0,0.10780936,0.10189725173687236,0,LOW
110_80CCC00B0,0.35717981043030755,1,0.8778682,0.669592865238865,1,HIGH
2843_80093B290,0.9929269096565932,1,0.96490985,0.9761166986351288,1,CRITICAL
21258_8040DC2D0,0.8286260786338656,1,0.82412696,0.8259266306036317,1,CRITICAL
410_801045BE0,0.09074710960288669,0,0.119639695,0.1080826621456934,0,LOW
16109_8116EDE70,0.0861967381549193,0,0.10574602,0.09792631225634868,0,LOW
908_801303230,0.1037611606258544,0,0.10574602,0.10495208124472272,0,LOW
30039_80AFEF5E0,0.1398074154383797,0,0.10802686,0.12073908346203402,0,LOW
1490_801B29BB0,0.07541696282573478,0,0.11963967,0.10195058853367145,0,LOW
27365_80AB44DB0,0.0909154456685588,0,0.119639695,0.10814999657196225,0,LOW
151777_813ECF8B0,0.1003502808114285,0,0.10574602,0.10358772931895235,0,LOW
1299_803C000B0,0.07637499438886353,0,0.11963967,0.10233380115892295,0,LOW
230257_80F09F480,0.08862322581698942,0,0.119639695,0.1072331086313345,0,LOW
236197_81175E2E0,0.10232623606707801,0,0.10574599,0.10437809652005096,0,LOW
214615_8092EC4D0,0.09276813833314343,0,0.10574602,0.10055487232763832,0,LOW
5466_80D05ECB0,0.09649911823389815,0,0.119639695,0.11038346559809799,0,LOW
120193_80F9F37A0,0.1648753481328775,0,0.10682867,0.13004734256745537,0,LOW
15_80AD14210,0.43235901950297073,1,0.844474,0.6796280302941693,1,HIGH
21_804363E90,0.1456456683648348,0,0.1077614,0.12291510612061501,0,LOW
15695_8095F6C70,0.9973122120088224,1,0.986262,0.9906821227147533,1,CRITICAL
22775_8015870E0,0.06951311647813557,0,0.119639695,0.09958906489579296,0,LOW
211_80A44F8B0,0.3369238387762211,0,0.108026214,0.19958526536697954,0,LOW
9129_80463D590,0.08968772909838074,0,0.10574602,0.09932270863373324,0,LOW
18196_803072C30,0.2083257916848573,0,0.10682974,0.1474281607381786,0,LOW
20486_808D89540,0.8286260786338656,0,0.82412696,0.8259266306036317,1,CRITICAL
140754_80F45AE50,0.04320284139343946,0,0.10763953,0.08186485533407867,0,LOW
19890_810B24B40,0.8286260786338656,1,0.82412696,0.8259266306036317,1,CRITICAL
13554_802302FB0,0.10679807196056726,0,0.119639695,0.11450304708876563,0,LOW
35520_80D66D940,0.14842440609761196,0,0.107270375,0.12373199035576232,0,LOW
139298_80F236E80,0.0930290784233634,0,0.10780936,0.10189725173687236,0,LOW
142501_811A42A10,0.08922430520679267,0,0.11963969,0.10747354038725579,0,LOW
20_8001C97D0,1.0,1,0.92594993,0.9555700063705445,1,CRITICAL
1601_8003B5030,0.15032602789599717,0,0.10574602,0.12357802815277982,0,LOW
152627_814322181,0.10208983974764707,0,0.12930414,0.11841842187289382,0,LOW
